id bayes.agn.fracAGN bayes.agn.fracAGN_err bayes.agn.luminosity
1 0.1583210121750229 0.0625391691485943 1.6791565078939898e+37
2 0.232590744465083 0.2039319916027834 1.0146097175043065e+35
3 0.3763329144990233 0.2694096276030898 5.561301057703073e+36
4 0.362299214588898 0.0635039225751369 1.6743929415924404e+38
5 0.0649811428698022 0.0886457350061322 1.014315845411533e+36
6 0.3734789694807667 0.0505971983831053 2.8895930066148317e+32
7 0.0311778626616878 0.0572584896703707 1.2533750812936038e+34
8 0.4815909338831995 0.1897128268175179 3.5770550775621885e+37
9 0.0463860944526381 0.0745385031900174 3.692465000647941e+35
10 0.1028838882875081 0.1457811380155889 1.552600564049468e+36
11 0.5752384456738893 0.2284883511408371 2.1527591162625816e+36
12 0.0141697952970403 0.0343616045642407 5.595244523759263e+34
13 0.0269132112028965 0.0539303863992395 1.2611539554692955e+37
14 0.0699116673705832 0.0886796960868094 3.900157135160868e+35
15 0.0583629674119628 0.0977382655995022 4.2789155923878185e+35
16 0.2634384723878581 0.2052938031085266 9.660077077700389e+36
17 0.7230153688760308 0.1811570448317724 1.497392051602686e+37
18 0.764468883893653 0.2317934843690003 2.4852838959158435e+38
19 0.061397236788336 0.0727451296952914 3.5138759628819814e+34
20 0.1754177322049531 0.1927462814725229 3.159023479158575e+36
21 0.1254890771330195 0.1613511824205517 5.42285705652824e+36
22 0.356816378181367 0.2856749681153754 5.708534922570831e+37
23 0.1881414452525639 0.1970609915736004 3.2186423698707645e+36
24 0.278703123483057 0.2867777871409829 1.631802297162188e+37
25 0.2647885481091825 0.137632619886771 3.456347172845293e+36
26 0.2976243881872696 0.0609671680014925 1.256062118596083e+37
27 0.3552241544905458 0.2639350090756404 1.9411037362385049e+37
28 0.4244036270519183 0.081767876218156 2.95839898414656e+38
29 0.0665335182273152 0.1039240405094404 2.267918334041264e+35
30 0.6621766542286903 0.193756262414039 2.599441523543751e+37
31 0.0056767537881805 0.0124273352928126 8.27110211916602e+32
32 0.0512183453663427 0.0902476310872727 1.0067172892558453e+35
33 0.1404912985277168 0.1608756888095771 1.2400956616723317e+37
34 0.1480317866588703 0.1721967410246472 1.8139872288030516e+35
35 0.2641550180951131 0.0902052348541873 4.208915624386689e+37
36 0.0741674421580579 0.1150879992525404 1.2498578612781044e+36
37 0.0356575687156622 0.0656460431649573 8.47289227812966e+34
38 0.1623681849428476 0.176145307752935 1.0268038031666084e+37
39 0.3905305675992445 0.2697322706709071 1.8310595440634223e+37
40 0.3120119407249146 0.2454409052244275 4.384516651859456e+36
41 0.0101716886264971 0.0265832998679562 1.507847605087455e+36
42 0.4877715059583148 0.1742466816141431 2.499635568801685e+37
43 0.4526356289728109 0.288571213915694 1.0666697414096751e+38
44 0.0413176905768506 0.0712040268551637 1.773230917384241e+34
45 0.3098326672293816 0.2584559295856061 6.178015834504015e+36
46 0.038093084075898 0.0631167289309634 2.498587172210509e+35
47 0.7320704445557359 0.1702635237015532 5.194219743984816e+37
48 0.0180728744055116 0.0397289598217008 6.087142762969909e+34
49 0.3398486999111401 0.3055940973306782 6.130308472044981e+36
50 0.3704845078801975 0.1836153840620283 1.7746439908455934e+37
51 0.0147793747415614 0.033144864900894 1.5209664797572452e+34
52 0.0507702489562909 0.0868113459423438 1.4659267345336073e+36
53 0.1400141279290484 0.1646170195791264 9.088518843902058e+36
54 0.3161765645689271 0.1313750584706048 9.93671674971245e+35
55 0.0713400252819259 0.1105413521480539 1.4575442497856907e+35
56 0.0225590246508321 0.0430989497523231 1.3436383980992893e+33
57 0.2436261984113569 0.171260474753498 1.9468256700055734e+35
58 0.5200583258573186 0.3010843610476252 4.830458072214173e+36
59 0.012829081422364 0.0303504645501495 2.5998442745612164e+36
60 0.2410393414482435 0.2143752347427743 9.292898734323136e+36
61 0.5800595470178243 0.2928887514904044 1.4878590263287524e+38
62 0.0358376869074395 0.060974618837598 3.083552287986689e+35
63 0.1720751726944873 0.1863376685790414 7.662346009954883e+36
64 0.2121666620585098 0.2093094978489234 6.475551869347147e+36
65 0.0246223012587263 0.0516338706034479 2.1686587658517752e+36
66 0.0911715326244752 0.1255253400638939 5.863349074991818e+36
67 0.3285562091488833 0.2429554468669303 4.465271481459445e+36
68 0.0744738642177434 0.1059094659661413 6.591584615918728e+35
69 0.0838185679380491 0.1067923599706208 5.431740791269475e+36
70 0.3264408615020789 0.2607606714571681 4.679894664014776e+36
71 0.1313398428232317 0.1534043532870548 4.245218568354434e+35
72 0.0865907203815938 0.1008628672471462 2.4589169142730915e+36
73 0.0086870452487496 0.0204348290594263 6.615938619084128e+33
74 0.1162635427890776 0.1470602466029671 3.304238118763037e+36
75 0.1991761411708188 0.1836260943308153 2.9459854000966965e+36
76 0.0940813955889894 0.1043516689370351 8.40325483586285e+35
77 0.4160066185455131 0.2239465071095563 1.1249655682133808e+37
78 0.0198812317569585 0.0437629704047551 4.619527304587373e+34
79 0.2100512909488464 0.2135714502702524 1.9803966355647412e+36
80 0.1688887818836959 0.1945129536582361 2.0956914845233853e+37
81 0.4214481840973463 0.256470118380011 1.4406020681659048e+37
82 0.1001284125085496 0.0035812769448033 1.1307326266815111e+35
83 0.1944879621527699 0.1381818826870493 2.1601830470389506e+37
84 0.1431561183380817 0.1601052463813798 5.944449814487209e+35
85 0.002645107320405 0.0044141959841739 2.3564283792547083e+33
86 0.1366635336639791 0.1696632741662494 4.17475266334989e+36
87 1.3172188223955895e-06 0.0001147625947708 3.492581880580329e+28
88 0.6391354267157331 0.2793522512944202 4.834025098052603e+37
89 0.0828366643466611 0.0361840297432723 3.7729134746705984e+35
90 0.0773494586835537 0.1172270119068616 3.798519895085837e+35
91 0.2189554970637213 0.1692400318255397 4.51186147026298e+35
92 0.0641171305226875 0.1058735480314728 1.4120481201395852e+35
93 5.219189350618004e-06 0.0002283958265133 1.8164728089740565e+32
94 0.4492029355422396 0.2480496357587233 7.250668581639341e+36
95 0.917480303901986 0.1004622418689182 2.0773144763657875e+37
96 0.1619918624761267 0.127227381601192 2.577218331531335e+37
97 0.1042744724532814 0.1272567532955711 8.569999192848527e+35
98 0.025312921175337 0.0508406242971289 6.774338733921742e+34
99 0.7152288876111956 0.2649617218959742 4.203396184652285e+37
100 0.0705129681278056 0.0948095609672277 1.1025467106095697e+37
101 0.5115614881715922 0.1569643173395385 8.038223227342946e+37
102 0.5667463379209684 0.1573525551039251 8.438488501903582e+36
103 0.0723321836714384 0.0899158759082393 3.53758982123556e+36
104 0.4977198195124709 0.2428261550153867 3.726581614782624e+37
105 0.1518655109207151 0.1774906391133355 1.0514416238037394e+37
106 0.3780177738226188 0.272093601559023 4.315129456293689e+36
107 0.0009399909214179 0.0029182745384612 2.3004327334548903e+33
108 0.002151061013589 0.004614518980343 9.009782465008629e+35
109 0.0026691115027311 0.0044242226352046 1.6666691299306878e+33
