
# UDS prelim zeropoints dec 17 2012
# filt ZP
J1  26.1786
J2  26.4565
J3  26.5156
Hs  26.6022
Hl  26.4941
Ks  26.8769
# zeropoints UDS ancillary data
u      25.2616 ;287937
B      25.0000
V      25.0000
R      25.0000
i      25.0000
z      25.0000
J      30.9300
H      31.3800
K      31.8900
CH1      24.5917
CH2      24.5917
CH3      24.5917
CH4      24.5917
Ks_FSU      29.5580
F125W   26.2303
F140W	26.4524
F160W	25.9463
F606W    26.491085
F814W    25.943267
Kstot	 25.0
Y	 27 ;31.4
KsHI	 27.5
