# galactic extinction values
 Hl  1.009
 Hs  1.010
 J1  1.020
 J2  1.018
 J3  1.014
 Ks  1.006
  u  1.085
  B  1.071
  V  1.055
  R  1.046
  i  1.033
  z  1.025
  J  1.014
  H  1.009
  K  1.006
Ks_FSU 1.006
F125W  1.015 
F140W  1.012 
F160W  1.010
F606W  1.051 
F814W  1.031 
Kstot  1.006
Y      1.02077
KsHI  1.006
